name,type,latitude,longitude,popup
ACMA,Associate Member,40.663074,-74.268105,"<strong>ACMA</strong><br/>Roselle Park, NJ<br/>Type: Associate Member"
New Century Opera,Associate Member,28.1470175,-82.7519275,"<strong>New Century Opera</strong><br/>Tarpon Springs, FL<br/>Type: Associate Member"
Manhattan Choral Ensemble,Associate Member,40.7127281,-74.0060152,"<strong>Manhattan Choral Ensemble</strong><br/>New York, NY<br/>Type: Associate Member"
United Pugliese Federation of NY,Associate Member,40.6294,-74.002826,"<strong>United Pugliese Federation of NY</strong><br/>Brooklyn, NY<br/>Type: Associate Member"
Alaria Chamber Ensemble,Associate Member,40.759991,-73.994833,"<strong>Alaria Chamber Ensemble</strong><br/>New York, NY<br/>Type: Associate Member"
New York Composers Circle,Associate Member,40.650002,-73.949997,"<strong>New York Composers Circle</strong><br/>Brooklyn, NY<br/>Type: Associate Member"
Adelphi Orchestra,Associate Member,40.926248,-74.038533,"<strong>Adelphi Orchestra</strong><br/>River Edge, NJ<br/>Type: Associate Member"
Loadbang,Associate Member,40.852671,-73.935393,"<strong>Loadbang</strong><br/>New York, NY<br/>Type: Associate Member"
American Academy of Teachers of Singing,Associate Member,41.086264,-73.924677,"<strong>American Academy of Teachers of Singing</strong><br/>Bronx, NY<br/>Type: Associate Member"
Midori & Friends,Associate Member,40.748264,-73.9928419,"<strong>Midori & Friends</strong><br/>New York, NY<br/>Type: Associate Member"
New York Opera Alliance,Associate Member,40.747773,-73.993365,"<strong>New York Opera Alliance</strong><br/>New York, NY<br/>Type: Associate Member"
Geneva Light Opera,Associate Member,42.863992,-76.983764,"<strong>Geneva Light Opera</strong><br/>Geneva, NY<br/>Type: Associate Member"
Argento New Music Project,Associate Member,40.7859464,-73.9741873999999,"<strong>Argento New Music Project</strong><br/>New York, NY<br/>Type: Associate Member"
Young Artists of America,Associate Member,39.0315117,-77.1050039,"<strong>Young Artists of America</strong><br/>North Bethesda, MD<br/>Type: Associate Member"
The Composers Collective,Associate Member,40.68548,-73.98186,"<strong>The Composers Collective</strong><br/>Brooklyn, NY<br/>Type: Associate Member"
The Gerda Lissner Foundation,Associate Member,40.7677581,-73.9690727,"<strong>The Gerda Lissner Foundation</strong><br/>New York, NY<br/>Type: Associate Member"
One Ounce Opera,Associate Member,30.2603535,-97.7145152,"<strong>One Ounce Opera</strong><br/>Austin, TX<br/>Type: Associate Member"
New York City Master Chorale,Associate Member,40.7369025,-73.9974628,"<strong>New York City Master Chorale</strong><br/>New York, NY<br/>Type: Associate Member"
Filmshop,Associate Member,40.725844,-74.003208,"<strong>Filmshop</strong><br/>New York, NY<br/>Type: Associate Member"
Opera in Williamsburg,Associate Member,37.27,-76.7099999,"<strong>Opera in Williamsburg</strong><br/>Williamsburg, VA<br/>Type: Associate Member"
Exponential Ensemble,Associate Member,40.7316188,-74.0081112,"<strong>Exponential Ensemble</strong><br/>New York, NY<br/>Type: Associate Member"
National Children's Chorus,Associate Member,34.0536909,-118.242766,"<strong>National Children's Chorus</strong><br/>Los Angeles, CA<br/>Type: Associate Member"
Opera Index,Associate Member,40.77586,-73.98603,"<strong>Opera Index</strong><br/>New York, NY<br/>Type: Associate Member"
The Chamber Music Center of New York,Associate Member,40.7995365,-73.9718457,"<strong>The Chamber Music Center of New York</strong><br/>New York, NY<br/>Type: Associate Member"
Virginia Arts Festival,Associate Member,36.8513497,-76.2864459,"<strong>Virginia Arts Festival</strong><br/>Norfolk, VA<br/>Type: Associate Member"
Boston Early Music Festival,Associate Member,42.3699335,-71.0797014,"<strong>Boston Early Music Festival</strong><br/>Cambridge, MA<br/>Type: Associate Member"
Joy In Singing,Associate Member,40.911348,-73.89422,"<strong>Joy In Singing</strong><br/>Yonkers, NY<br/>Type: Associate Member"
Vital Opera,Associate Member,40.7127281,-74.0060152,"<strong>Vital Opera</strong><br/>New York, NY<br/>Type: Associate Member"
Richard Wagner Society of New York,Associate Member,40.7769059,-73.9800645,"<strong>Richard Wagner Society of New York</strong><br/>New York, NY<br/>Type: Associate Member"
USITT,Associate Member,43.0279271,-76.1036695,"<strong>USITT</strong><br/>Liverpool, NY<br/>Type: Associate Member"
National Chorale,Associate Member,40.7618157,-73.9833893,"<strong>National Chorale</strong><br/>New York, NY<br/>Type: Associate Member"
San Francisco Opera Guild,Associate Member,37.7785899,-122.4209167,"<strong>San Francisco Opera Guild</strong><br/>San Francisco, CA<br/>Type: Associate Member"
Savannah Voice Festival,Associate Member,32.08,-81.1,"<strong>Savannah Voice Festival</strong><br/>Savannah, GA<br/>Type: Associate Member"
New York Singing Teachers Association,Associate Member,40.438011,-74.541857,"<strong>New York Singing Teachers Association</strong><br/>Vauxhall, NJ<br/>Type: Associate Member"
Erling Wold's Fabrications,Associate Member,37.7589467,-122.398875,"<strong>Erling Wold's Fabrications</strong><br/>San Francisco, CA<br/>Type: Associate Member"
Fritz and Lavinia Jensen Foundation Annual Voice Competition,Associate Member,35.2278328,-80.8406009,"<strong>Fritz and Lavinia Jensen Foundation Annual Voice Competition</strong><br/>Charlotte, NC<br/>Type: Associate Member"
Inside Broadway,Associate Member,40.7599157,-73.9911492,"<strong>Inside Broadway</strong><br/>New York, NY<br/>Type: Associate Member"
Kurt Weill Foundation for Music,Associate Member,40.7395803,-73.9901811,"<strong>Kurt Weill Foundation for Music</strong><br/>New York, NY<br/>Type: Associate Member"
League of American Orchestras,Associate Member,40.7695791,-73.9831927,"<strong>League of American Orchestras</strong><br/>New York, NY<br/>Type: Associate Member"
Light Opera of New York,Associate Member,40.7700703,-73.9580246,"<strong>Light Opera of New York</strong><br/>New York, NY<br/>Type: Associate Member"
Association of Performing Arts Presenters,Associate Member,38.9063697,-77.0409173,"<strong>Association of Performing Arts Presenters</strong><br/>Washington, DC<br/>Type: Associate Member"
Boosey & Hawkes,Business Member,40.7662424,-73.9824061,"<strong>Boosey & Hawkes</strong><br/>New York, NY<br/>Type: Business Member"
Catherine French Group,Business Member,38.9103803,-77.0521567999999,"<strong>Catherine French Group</strong><br/>Washington, DC<br/>Type: Business Member"
DCM Telemarketing and Telefundraising for the Arts,Business Member,40.75601231952353,-73.9934119645074,"<strong>DCM Telemarketing and Telefundraising for the Arts</strong><br/>New York, NY<br/>Type: Business Member"
ECS Publishing (E.C. Schirmer & Galaxy Music Corporation),Business Member,42.347211,-71.0938559,"<strong>ECS Publishing (E.C. Schirmer & Galaxy Music Corporation)</strong><br/>St. Louis, MO<br/>Type: Business Member"
Fisher Dachs Associates Inc. (FDA),Business Member,40.7393587,-73.9928961,"<strong>Fisher Dachs Associates Inc. (FDA)</strong><br/>New York, NY<br/>Type: Business Member"
Opera Titles by Sonya Friedman,Business Member,40.733973,-73.9973569,"<strong>Opera Titles by Sonya Friedman</strong><br/>Brooklyn, NY<br/>Type: Business Member"
G. Schirmer/Associated Music Publishers/Wise Music Classical,Business Member,40.7476446,-73.9834426,"<strong>G. Schirmer/Associated Music Publishers/Wise Music Classical</strong><br/>New York, NY<br/>Type: Business Member"
Peermusic Classical,Business Member,40.766288,-73.9825185,"<strong>Peermusic Classical</strong><br/>New York, NY<br/>Type: Business Member"
Schuler Shook - Chicago,Business Member,41.8962269,-87.637486,"<strong>Schuler Shook - Chicago</strong><br/>Chicago, IL<br/>Type: Business Member"
Soundmirror,Business Member,40.7536854,-73.9991637,"<strong>Soundmirror</strong><br/>Jamaica Plain, MA<br/>Type: Business Member"
Stivanello Costume Company,Business Member,40.7264406,-73.897126600000007,"<strong>Stivanello Costume Company</strong><br/>Maspeth, NY<br/>Type: Business Member"
Tessitura Network,Business Member,32.9005121,-96.7868794,"<strong>Tessitura Network</strong><br/>Dallas, TX<br/>Type: Business Member"
Keys to Success,Business Member,40.68956,-73.994274,"<strong>Keys to Success</strong><br/>Brooklyn, NY<br/>Type: Business Member"
DEA Music and Art Studio,Business Member,40.6139,-74.1575,"<strong>DEA Music and Art Studio</strong><br/>Staten Island, NY<br/>Type: Business Member"
City Strings & Piano,Business Member,40.744822877243536,-73.94826622720689,"<strong>City Strings & Piano</strong><br/>Long Island City, NY<br/>Type: Business Member"
Insignia Artists Management,Business Member,40.813738,-73.960836,"<strong>Insignia Artists Management</strong><br/>New York, NY<br/>Type: Business Member"
Silver Music,Business Member,40.7788161,-73.9828536999999,"<strong>Silver Music</strong><br/>New York, NY<br/>Type: Business Member"
Vatic,Business Member,32.8588771,-96.7339774,"<strong>Vatic</strong><br/>Dallas, TX<br/>Type: Business Member"
Charcoalblue,Business Member,40.747908832511264,-73.99328164365608,"<strong>Charcoalblue</strong><br/>New York, NY<br/>Type: Business Member"
UIA Talent Agency,Business Member,40.764016,-73.981361,"<strong>UIA Talent Agency</strong><br/>New York, NY<br/>Type: Business Member"
Management Consultants for the Arts,Business Member,41.073853,-73.54845,"<strong>Management Consultants for the Arts</strong><br/>Stamford, CT<br/>Type: Business Member"
Young Concert Artists Inc.,Business Member,40.766435,-73.981622,"<strong>Young Concert Artists Inc.</strong><br/>New York, NY<br/>Type: Business Member"
Black Tea Music,Business Member,40.868005,-73.926625,"<strong>Black Tea Music</strong><br/>New York, NY<br/>Type: Business Member"
Guy Barzilay Artists,Business Member,40.748079,-74.0015879,"<strong>Guy Barzilay Artists</strong><br/>New York, NY<br/>Type: Business Member"
Robert Gilder & Co. International Artist Management,Business Member,40.7392893,-73.9893975999999,"<strong>Robert Gilder & Co. International Artist Management</strong><br/>New York, NY<br/>Type: Business Member"
Groundswell Theatricals Inc,Business Member,40.7617954,-73.9833548,"<strong>Groundswell Theatricals Inc</strong><br/>New York, NY<br/>Type: Business Member"
Étude Arts,Business Member,40.7769059,-73.9800645,"<strong>Étude Arts</strong><br/>New York, NY<br/>Type: Business Member"
Jeffrey James Arts Consulting,Business Member,40.7299427,-73.4435514,"<strong>Jeffrey James Arts Consulting</strong><br/>Farmingdale, NY<br/>Type: Business Member"
Threshold Acoustics,Business Member,41.8775238,-87.6295464,"<strong>Threshold Acoustics</strong><br/>Chicago, IL<br/>Type: Business Member"
Vocal Artists Management,Business Member,37.8655663,-122.066699,"<strong>Vocal Artists Management</strong><br/>Walnut Creek, CA<br/>Type: Business Member"
Randsman Artists' Management,Business Member,40.7590982,-73.9928647,"<strong>Randsman Artists' Management</strong><br/>New York, NY<br/>Type: Business Member"
Biaggi Arts Consulting,Business Member,42.65201208827109,-73.75240655764088,"<strong>Biaggi Arts Consulting</strong><br/>Albany, NY<br/>Type: Business Member"
Tribeca Music,Business Member,40.7127281,-74.0060152,"<strong>Tribeca Music</strong><br/>New York, NY<br/>Type: Business Member"
tonebase,Business Member,34.1476507,-118.144155,"<strong>tonebase</strong><br/>Pasadena, CA<br/>Type: Business Member"
IPA Source LLC,Business Member,38.7345374,-82.9962742,"<strong>IPA Source LLC</strong><br/>Portsmouth, OH<br/>Type: Business Member"
Piano Lessons NYC,Business Member,40.7127281,-74.0060152,"<strong>Piano Lessons NYC</strong><br/>New York, NY<br/>Type: Business Member"
West Amadeus Music Studio,Business Member,40.7127281,-74.0060152,"<strong>West Amadeus Music Studio</strong><br/>New York, NY<br/>Type: Business Member"
Dolce Cultural Tours,Business Member,40.7127281,-74.0060152,"<strong>Dolce Cultural Tours</strong><br/>New York, NY<br/>Type: Business Member"
Altman Artists,Business Member,39.9527237,-75.1635262,"<strong>Altman Artists</strong><br/>Philadelphia, PA<br/>Type: Business Member"
Arabella Arts LLC,Business Member,40.7127281,-74.0060152,"<strong>Arabella Arts LLC</strong><br/>New York, NY<br/>Type: Business Member"
CLA,Business Member,44.9772995,-93.2654692,"<strong>CLA</strong><br/>Minneapolis, MN<br/>Type: Business Member"
Casta Diva Stitch to Stage,Business Member,28.4635266,-82.5363557,"<strong>Casta Diva Stitch to Stage</strong><br/>Spring Hill, FL<br/>Type: Business Member"
New Classical Artist Management,Business Member,43.104228,-77.884454,"<strong>New Classical Artist Management</strong><br/>Churchville, NY<br/>Type: Business Member"
Xinsheng Chinese Choir,Business Member,40.7455316,-73.9484995,"<strong>Xinsheng Chinese Choir</strong><br/>Long Island City, NY<br/>Type: Business Member"
Èvois Management,Business Member,40.7127281,-74.0060152,"<strong>Èvois Management</strong><br/>New York, NY<br/>Type: Business Member"
Subito Music Corporation,Business Member,40.8370412,-74.2530089,"<strong>Subito Music Corporation</strong><br/>Verona, NJ<br/>Type: Business Member"
Creative Evolutions,Business Member,41.9081736,-87.7784662999999,"<strong>Creative Evolutions</strong><br/>Oak Park, IL<br/>Type: Business Member"
Stephens Nicolson Artists Management,Business Member,40.78131736539502,-73.97645442880886,"<strong>Stephens Nicolson Artists Management</strong><br/>New York, NY<br/>Type: Business Member"
Global Musicians and Arts Association,Business Member,40.4978597,-74.4098345,"<strong>Global Musicians and Arts Association</strong><br/>Edison, NJ<br/>Type: Business Member"
AMT Public Relations,Business Member,40.7715364,-73.9513202999999,"<strong>AMT Public Relations</strong><br/>New York, NY<br/>Type: Business Member"
Schott Music Group,Business Member,40.74018056745231,-73.99119463201772,"<strong>Schott Music Group</strong><br/>New York, NY<br/>Type: Business Member"
University of Illinois Library,Career Services Member,40.1117174,-88.207301,"<strong>University of Illinois Library</strong><br/>Urbana, IL<br/>Type: Career Services Member"
Baylor University | University Libraries,Career Services Member,31.544485,-97.122383,"<strong>Baylor University | University Libraries</strong><br/>Waco, TX<br/>Type: Career Services Member"
University of the South | duPont Library,Career Services Member,35.204478,-85.9177754999999,"<strong>University of the South | duPont Library</strong><br/>Sewanee, TN<br/>Type: Career Services Member"
University of Cincinnati Libraries,Career Services Member,39.166759,-84.53822,"<strong>University of Cincinnati Libraries</strong><br/>Cincinnati, OH<br/>Type: Career Services Member"
Indiana University Library,Career Services Member,39.1710401,-86.5168956,"<strong>Indiana University Library</strong><br/>Bloomington, IN<br/>Type: Career Services Member"
Los Angeles Public Library,Career Services Member,34.0506708,-118.2551963,"<strong>Los Angeles Public Library</strong><br/>Los Angeles, CA<br/>Type: Career Services Member"
New England Conservatory Blumenthal Family Library,Career Services Member,42.3408342,-71.0861831,"<strong>New England Conservatory Blumenthal Family Library</strong><br/>Boston, MA<br/>Type: Career Services Member"
The New School | Libraries & Archives,Career Services Member,40.7464969,-74.0094471,"<strong>The New School | Libraries & Archives</strong><br/>New York, NY<br/>Type: Career Services Member"
Oakland University Kresge Library,Career Services Member,42.6509755,-83.1756188,"<strong>Oakland University Kresge Library</strong><br/>Rochester, MI<br/>Type: Career Services Member"
Payson Library - Pepperdine University,Career Services Member,34.0390053,-118.7057065,"<strong>Payson Library - Pepperdine University</strong><br/>Malibu, CA<br/>Type: Career Services Member"
Peter Jay Sharp Library - Manhattan School of Music,Career Services Member,40.8123903,-73.9614817,"<strong>Peter Jay Sharp Library - Manhattan School of Music</strong><br/>New York, NY<br/>Type: Career Services Member"
San Francisco Conservatory of Music Library,Career Services Member,37.7755593,-122.4203844,"<strong>San Francisco Conservatory of Music Library</strong><br/>San Francisco, CA<br/>Type: Career Services Member"
Southern Methodist University - Hamon Arts Library,Career Services Member,32.8410948,-96.7861547,"<strong>Southern Methodist University - Hamon Arts Library</strong><br/>Dallas, TX<br/>Type: Career Services Member"
University of Kansas Library - Watson Library,Career Services Member,38.9499492,-95.2658318,"<strong>University of Kansas Library - Watson Library</strong><br/>Lawrence, KS<br/>Type: Career Services Member"
University of Miami - Marta & Austin Weeks Music Library,Career Services Member,25.75,-80.26,"<strong>University of Miami - Marta & Austin Weeks Music Library</strong><br/>Coral Gables, FL<br/>Type: Career Services Member"
University of Montana Mansfield Library,Career Services Member,46.8605765,-113.982128,"<strong>University of Montana Mansfield Library</strong><br/>Missoula, MT<br/>Type: Career Services Member"
University of North Carolina School of the Arts | Semans Library,Career Services Member,36.0765305,-80.2373708,"<strong>University of North Carolina School of the Arts | Semans Library</strong><br/>Winston-Salem, NC<br/>Type: Career Services Member"
Washington University Olin Library,Career Services Member,38.6480589,-90.3039588,"<strong>Washington University Olin Library</strong><br/>St. Louis, MO<br/>Type: Career Services Member"
Baldwin Wallace University,Career Services Member,41.3683839,-81.8447498,"<strong>Baldwin Wallace University</strong><br/>Berea, OH<br/>Type: Career Services Member"
California State University Northridge,Career Services Member,34.2373873,-118.5281649,"<strong>California State University Northridge</strong><br/>Northridge, CA<br/>Type: Career Services Member"
Carnegie Library of Pittsburgh,Career Services Member,40.4431957,-79.949915,"<strong>Carnegie Library of Pittsburgh</strong><br/>Pittsburgh, PA<br/>Type: Career Services Member"
Eastman School of Music - Sibley Music Library,Career Services Member,43.1578093,-77.6010301,"<strong>Eastman School of Music - Sibley Music Library</strong><br/>Rochester, NY<br/>Type: Career Services Member"
Florida International University Library,Career Services Member,25.7569899,-80.3796273,"<strong>Florida International University Library</strong><br/>Miami, FL<br/>Type: Career Services Member"
Friedheim Library Peabody Institute,Career Services Member,39.2971828,-76.6152034,"<strong>Friedheim Library Peabody Institute</strong><br/>Baltimore, MD<br/>Type: Career Services Member"
Green Library - Stanford University,Career Services Member,37.4135757,-122.1689284,"<strong>Green Library - Stanford University</strong><br/>Stanford, CA<br/>Type: Career Services Member"
Harvard University - Eda Kuhn Loeb Music Library,Career Services Member,42.3800977,-71.1166286,"<strong>Harvard University - Eda Kuhn Loeb Music Library</strong><br/>Cambridge, MA<br/>Type: Career Services Member"
Hennepin County Library,Career Services Member,44.9646276,-93.4400855,"<strong>Hennepin County Library</strong><br/>Minnetonka, MN<br/>Type: Career Services Member"
Music Academy of the West,Educational Producing Associate,34.420342,-119.649511,"<strong>Music Academy of the West</strong><br/>Santa Barbara, CA<br/>Type: Educational Producing Associate"
Opera in the Ozarks,Educational Producing Associate,36.4011825,-93.7379711,"<strong>Opera in the Ozarks</strong><br/>Eureka Springs, AR<br/>Type: Educational Producing Associate"
Jackson State University,Educational Producing Associate,32.2974836,-90.205671,"<strong>Jackson State University</strong><br/>Jackson, MS<br/>Type: Educational Producing Associate"
Hunter College Department of Music,Educational Producing Associate,40.7645239,-73.9624327,"<strong>Hunter College Department of Music</strong><br/>New York, NY<br/>Type: Educational Producing Associate"
Rider University Westminster Choir College,Educational Producing Associate,40.3567352,-74.6536573,"<strong>Rider University Westminster Choir College</strong><br/>Princeton, NJ<br/>Type: Educational Producing Associate"
Academy of Vocal Arts,Educational Producing Associate,39.9478133,-75.1737665,"<strong>Academy of Vocal Arts</strong><br/>Philadelphia, PA<br/>Type: Educational Producing Associate"
Curtis Institute of Music,Educational Producing Associate,39.9487641,-75.1704439,"<strong>Curtis Institute of Music</strong><br/>Philadelphia, PA<br/>Type: Educational Producing Associate"
Eastman School of Music,Educational Producing Associate,43.1578093,-77.6010301,"<strong>Eastman School of Music</strong><br/>Rochester, NY<br/>Type: Educational Producing Associate"
Florida State University,Educational Producing Associate,30.4429254,-84.2914835,"<strong>Florida State University</strong><br/>Tallahassee, FL<br/>Type: Educational Producing Associate"
Frost School of Music,Educational Producing Associate,25.7187893,-80.2803368,"<strong>Frost School of Music</strong><br/>Coral Gables, FL<br/>Type: Educational Producing Associate"
In The Pocket NYC,Educational Producing Associate,40.75912,-73.99251,"<strong>In The Pocket NYC</strong><br/>New York, NY<br/>Type: Educational Producing Associate"
Juilliard School,Educational Producing Associate,40.7711403,-73.984564,"<strong>Juilliard School</strong><br/>New York, NY<br/>Type: Educational Producing Associate"
Manhattan School of Music,Educational Producing Associate,40.7127281,-74.0060152,"<strong>Manhattan School of Music</strong><br/>New York, NY<br/>Type: Educational Producing Associate"
Oklahoma State University,Educational Producing Associate,36.119648,-97.067193,"<strong>Oklahoma State University</strong><br/>Stillwater, OK<br/>Type: Educational Producing Associate"
Rice University,Educational Producing Associate,29.7,-95.54,"<strong>Rice University</strong><br/>Houston, TX<br/>Type: Educational Producing Associate"
The New School - Mannes School of Music,Educational Producing Associate,40.7728753,-73.9812519,"<strong>The New School - Mannes School of Music</strong><br/>New York, NY<br/>Type: Educational Producing Associate"
University of Alabama | School of Music,Educational Producing Associate,33.207199,-87.5482025,"<strong>University of Alabama | School of Music</strong><br/>Tuscaloosa, AL<br/>Type: Educational Producing Associate"
University of Cincinnati College Conservatory of Music,Educational Producing Associate,39.1331454,-84.509213,"<strong>University of Cincinnati College Conservatory of Music</strong><br/>Cincinnati, OH<br/>Type: Educational Producing Associate"
University of Colorado Boulder,Educational Producing Associate,40.0103247,-105.2889726,"<strong>University of Colorado Boulder</strong><br/>Boulder, CO<br/>Type: Educational Producing Associate"
University of Houston,Educational Producing Associate,29.7186463,-95.3397986,"<strong>University of Houston</strong><br/>Houston, TX<br/>Type: Educational Producing Associate"
University of Maryland,Educational Producing Associate,38.9909042,-76.9505272,"<strong>University of Maryland</strong><br/>College Park, MD<br/>Type: Educational Producing Associate"
University of Minnesota,Educational Producing Associate,44.9741561,-93.2342,"<strong>University of Minnesota</strong><br/>Minneapolis, MN<br/>Type: Educational Producing Associate"
University of North Carolina at Greensboro,Educational Producing Associate,36.0729697,-79.8079721,"<strong>University of North Carolina at Greensboro</strong><br/>Greensboro, NC<br/>Type: Educational Producing Associate"
University of South Carolina,Educational Producing Associate,33.9954234,-81.0329671,"<strong>University of South Carolina</strong><br/>Columbia, SC<br/>Type: Educational Producing Associate"
University of the Pacific,Educational Producing Associate,37.9800547,-121.3124185,"<strong>University of the Pacific</strong><br/>Stockton, CA<br/>Type: Educational Producing Associate"
University of Utah,Educational Producing Associate,40.7652201,-111.8419536,"<strong>University of Utah</strong><br/>Salt Lake City, UT<br/>Type: Educational Producing Associate"
Aspen Music Festival and School,Educational Producing Associate,39.1796083,-106.8384851,"<strong>Aspen Music Festival and School</strong><br/>Aspen, CO<br/>Type: Educational Producing Associate"
Lyric Theatre at Illinois,Educational Producing Associate,40.106478,-88.2230311,"<strong>Lyric Theatre at Illinois</strong><br/>Urbana, IL<br/>Type: Educational Producing Associate"
Indiana University Opera and Ballet Theater,Educational Producing Associate,39.1670396,-86.5342881,"<strong>Indiana University Opera and Ballet Theater</strong><br/>Bloomington, IN<br/>Type: Educational Producing Associate"
NYU TSOA Graduate Musical Theatre Writing Program,Educational Producing Associate,40.7292511,-73.9939103,"<strong>NYU TSOA Graduate Musical Theatre Writing Program</strong><br/>New York, NY<br/>Type: Educational Producing Associate"
Bard College Conservatory of Music,Educational Producing Associate,42.0203839,-73.910016100000007,"<strong>Bard College Conservatory of Music</strong><br/>Annandale-on-Hudson, NY<br/>Type: Educational Producing Associate"
Carnegie Mellon University School of Music,Educational Producing Associate,40.444213,-79.943399,"<strong>Carnegie Mellon University School of Music</strong><br/>Pittsburgh, PA<br/>Type: Educational Producing Associate"
Peabody Opera at Johns Hopkins University,Educational Producing Associate,39.2971828,-76.6152034,"<strong>Peabody Opera at Johns Hopkins University</strong><br/>Baltimore, MD<br/>Type: Educational Producing Associate"
Merola Opera Program,Educational Producing Associate,37.781685901778715,-122.4209392186476,"<strong>Merola Opera Program</strong><br/>San Francisco, CA<br/>Type: Educational Producing Associate"
Montclair State University,Educational Producing Associate,40.857718,-74.202475,"<strong>Montclair State University</strong><br/>Montclair, NJ<br/>Type: Educational Producing Associate"
Nazareth University,Educational Producing Associate,43.101447,-77.5169235,"<strong>Nazareth University</strong><br/>Rochester, NY<br/>Type: Educational Producing Associate"
Arizona State University School of Music - Music Theatre and Opera,Educational Producing Associate,33.4182251,-111.938733,"<strong>Arizona State University School of Music - Music Theatre and Opera</strong><br/>Tempe, AZ<br/>Type: Educational Producing Associate"
Norfolk State University,Educational Producing Associate,36.8477502,-76.2673329,"<strong>Norfolk State University</strong><br/>Norfolk, VA<br/>Type: Educational Producing Associate"
Boston Conservatory at Berklee,Educational Producing Associate,42.3461457,-71.0899514,"<strong>Boston Conservatory at Berklee</strong><br/>Boston, MA<br/>Type: Educational Producing Associate"
Northern Arizona University | School of Music,Educational Producing Associate,35.1987522,-111.651822,"<strong>Northern Arizona University | School of Music</strong><br/>Flagstaff, AZ<br/>Type: Educational Producing Associate"
Classical Voice Conservatory - Orange County School of the Arts,Educational Producing Associate,33.7494951,-117.873221,"<strong>Classical Voice Conservatory - Orange County School of the Arts</strong><br/>Santa Ana, CA<br/>Type: Educational Producing Associate"
Binghamton University,Educational Producing Associate,42.098698,-75.9125187,"<strong>Binghamton University</strong><br/>Binghamton, NY<br/>Type: Educational Producing Associate"
The New School - Mannes School of Music,Educational Producing Associate,40.73665715395246,-73.99662643201782,"<strong>The New School - Mannes School of Music</strong><br/>New York, NY<br/>Type: Educational Producing Associate"
UC Irvine Music Department,Educational Producing Associate,33.6495064278588,-117.844412719142,"<strong>UC Irvine Music Department</strong><br/>Irvine, CA<br/>Type: Educational Producing Associate"
Amphion Foundation,Foundation-Nonmember,40.7499055,-73.9943711,"<strong>Amphion Foundation</strong><br/>New York, NY<br/>Type: Foundation-Nonmember"
National Endowment for the Arts,Foundation-Nonmember,38.8848395,-77.0219815,"<strong>National Endowment for the Arts</strong><br/>Washington, DC<br/>Type: Foundation-Nonmember"
Dr. M. Lee Pearce Foundation,Foundation-Nonmember,25.7929198,-80.1353006,"<strong>Dr. M. Lee Pearce Foundation</strong><br/>Miami Beach, FL<br/>Type: Foundation-Nonmember"
